state,date,sex,ethnicity,abs
W.P. Kuala Lumpur,2005-01-01,male,chinese,3731.0
W.P. Kuala Lumpur,2006-01-01,male,chinese,3561.0
W.P. Kuala Lumpur,2007-01-01,male,chinese,3675.0
W.P. Kuala Lumpur,2008-01-01,male,chinese,3497.0
W.P. Kuala Lumpur,2009-01-01,male,chinese,3531.0
W.P. Kuala Lumpur,2010-01-01,male,chinese,3129.0
W.P. Kuala Lumpur,2011-01-01,male,chinese,3226.0
W.P. Kuala Lumpur,2012-01-01,male,chinese,3601.0
W.P. Kuala Lumpur,2013-01-01,male,chinese,2911.0
W.P. Kuala Lumpur,2014-01-01,male,chinese,3129.0
W.P. Kuala Lumpur,2015-01-01,male,chinese,2953.0
W.P. Kuala Lumpur,2016-01-01,male,chinese,2911.0
W.P. Kuala Lumpur,2017-01-01,male,chinese,2720.0
W.P. Kuala Lumpur,2018-01-01,male,chinese,2547.0
W.P. Kuala Lumpur,2019-01-01,male,chinese,2741.0
W.P. Kuala Lumpur,2020-01-01,male,chinese,2541.0
W.P. Kuala Lumpur,2021-01-01,male,chinese,2348.0
W.P. Kuala Lumpur,2022-01-01,male,chinese,2071.0
W.P. Kuala Lumpur,2000-01-01,female,chinese,4801.0
W.P. Kuala Lumpur,2001-01-01,female,chinese,3965.0
W.P. Kuala Lumpur,2002-01-01,female,chinese,3901.0
W.P. Kuala Lumpur,2003-01-01,female,chinese,3721.0
W.P. Kuala Lumpur,2004-01-01,female,chinese,3484.0
W.P. Kuala Lumpur,2005-01-01,female,chinese,3474.0
W.P. Kuala Lumpur,2006-01-01,female,chinese,3351.0
W.P. Kuala Lumpur,2007-01-01,female,chinese,3357.0
W.P. Kuala Lumpur,2008-01-01,female,chinese,3375.0
W.P. Kuala Lumpur,2009-01-01,female,chinese,3216.0
W.P. Kuala Lumpur,2010-01-01,female,chinese,2779.0
W.P. Kuala Lumpur,2011-01-01,female,chinese,3018.0
W.P. Kuala Lumpur,2012-01-01,female,chinese,3310.0
W.P. Kuala Lumpur,2013-01-01,female,chinese,2724.0
W.P. Kuala Lumpur,2014-01-01,female,chinese,2935.0
W.P. Kuala Lumpur,2015-01-01,female,chinese,2660.0
W.P. Kuala Lumpur,2016-01-01,female,chinese,2814.0
W.P. Kuala Lumpur,2017-01-01,female,chinese,2547.0
W.P. Kuala Lumpur,2018-01-01,female,chinese,2464.0
W.P. Kuala Lumpur,2019-01-01,female,chinese,2458.0
W.P. Kuala Lumpur,2020-01-01,female,chinese,2302.0
W.P. Kuala Lumpur,2021-01-01,female,chinese,2090.0
W.P. Kuala Lumpur,2022-01-01,female,chinese,1865.0
W.P. Kuala Lumpur,2023-01-01,male,chinese,2181.0
W.P. Kuala Lumpur,2023-01-01,female,chinese,2036.0
W.P. Labuan,2000-01-01,male,chinese,60.0
W.P. Labuan,2001-01-01,male,chinese,66.0
W.P. Labuan,2002-01-01,male,chinese,79.0
W.P. Labuan,2003-01-01,male,chinese,71.0
W.P. Labuan,2004-01-01,male,chinese,64.0
W.P. Labuan,2005-01-01,male,chinese,64.0
W.P. Labuan,2006-01-01,male,chinese,82.0
W.P. Labuan,2007-01-01,male,chinese,62.0
W.P. Labuan,2008-01-01,male,chinese,67.0
W.P. Labuan,2009-01-01,male,chinese,53.0
W.P. Labuan,2010-01-01,male,chinese,60.0
W.P. Labuan,2011-01-01,male,chinese,62.0
W.P. Labuan,2012-01-01,male,chinese,51.0
W.P. Labuan,2013-01-01,male,chinese,42.0
W.P. Labuan,2014-01-01,male,chinese,34.0
W.P. Labuan,2015-01-01,male,chinese,47.0
W.P. Labuan,2016-01-01,male,chinese,28.0
W.P. Labuan,2017-01-01,male,chinese,44.0
W.P. Labuan,2018-01-01,male,chinese,25.0
W.P. Labuan,2019-01-01,male,chinese,29.0
W.P. Labuan,2020-01-01,male,chinese,27.0
W.P. Labuan,2021-01-01,male,chinese,29.0
W.P. Labuan,2022-01-01,male,chinese,22.0
W.P. Labuan,2000-01-01,female,chinese,54.0
W.P. Labuan,2001-01-01,female,chinese,62.0
W.P. Labuan,2002-01-01,female,chinese,70.0
W.P. Labuan,2003-01-01,female,chinese,63.0
W.P. Labuan,2004-01-01,female,chinese,64.0
W.P. Labuan,2005-01-01,female,chinese,65.0
W.P. Labuan,2006-01-01,female,chinese,64.0
W.P. Labuan,2007-01-01,female,chinese,62.0
W.P. Labuan,2008-01-01,female,chinese,66.0
W.P. Labuan,2009-01-01,female,chinese,53.0
W.P. Labuan,2010-01-01,female,chinese,61.0
W.P. Labuan,2011-01-01,female,chinese,38.0
W.P. Labuan,2012-01-01,female,chinese,38.0
W.P. Labuan,2013-01-01,female,chinese,35.0
W.P. Labuan,2014-01-01,female,chinese,43.0
W.P. Labuan,2015-01-01,female,chinese,38.0
W.P. Labuan,2016-01-01,female,chinese,28.0
W.P. Labuan,2017-01-01,female,chinese,30.0
W.P. Labuan,2018-01-01,female,chinese,40.0
W.P. Labuan,2019-01-01,female,chinese,25.0
W.P. Labuan,2020-01-01,female,chinese,27.0
W.P. Labuan,2021-01-01,female,chinese,21.0
W.P. Labuan,2022-01-01,female,chinese,24.0
W.P. Labuan,2023-01-01,male,chinese,23.0
W.P. Labuan,2023-01-01,female,chinese,26.0
W.P. Putrajaya,2010-01-01,male,chinese,5.0
W.P. Putrajaya,2011-01-01,male,chinese,3.0
W.P. Putrajaya,2012-01-01,male,chinese,3.0
W.P. Putrajaya,2013-01-01,male,chinese,5.0
W.P. Putrajaya,2014-01-01,male,chinese,6.0
W.P. Putrajaya,2015-01-01,male,chinese,2.0
W.P. Putrajaya,2016-01-01,male,chinese,3.0
W.P. Putrajaya,2017-01-01,male,chinese,8.0
W.P. Putrajaya,2018-01-01,male,chinese,2.0
W.P. Putrajaya,2019-01-01,male,chinese,6.0
W.P. Putrajaya,2020-01-01,male,chinese,7.0
W.P. Putrajaya,2021-01-01,male,chinese,11.0
W.P. Putrajaya,2022-01-01,male,chinese,6.0
W.P. Putrajaya,2010-01-01,female,chinese,8.0
W.P. Putrajaya,2011-01-01,female,chinese,3.0
W.P. Putrajaya,2012-01-01,female,chinese,7.0
W.P. Putrajaya,2013-01-01,female,chinese,7.0
W.P. Putrajaya,2014-01-01,female,chinese,2.0
W.P. Putrajaya,2015-01-01,female,chinese,6.0
W.P. Putrajaya,2016-01-01,female,chinese,2.0
W.P. Putrajaya,2017-01-01,female,chinese,0.0
W.P. Putrajaya,2018-01-01,female,chinese,1.0
W.P. Putrajaya,2019-01-01,female,chinese,5.0
W.P. Putrajaya,2020-01-01,female,chinese,8.0
W.P. Putrajaya,2021-01-01,female,chinese,2.0
W.P. Putrajaya,2022-01-01,female,chinese,3.0
W.P. Putrajaya,2023-01-01,male,chinese,4.0
W.P. Putrajaya,2023-01-01,female,chinese,3.0
Johor,2000-01-01,both,indian,4145.0
Johor,2001-01-01,both,indian,4030.0
Johor,2002-01-01,both,indian,4002.0
Johor,2003-01-01,both,indian,3893.0
Johor,2004-01-01,both,indian,3779.0
Johor,2005-01-01,both,indian,3661.0
Johor,2006-01-01,both,indian,3639.0
Johor,2007-01-01,both,indian,3773.0
Johor,2008-01-01,both,indian,3787.0
Johor,2009-01-01,both,indian,3557.0
Johor,2010-01-01,both,indian,3683.0
Johor,2011-01-01,both,indian,3518.0
Johor,2012-01-01,both,indian,3478.0
Johor,2013-01-01,both,indian,3366.0
Johor,2014-01-01,both,indian,3320.0
Johor,2015-01-01,both,indian,3236.0
Johor,2016-01-01,both,indian,3097.0
Johor,2017-01-01,both,indian,3426.0
Johor,2018-01-01,both,indian,3442.0
Johor,2019-01-01,both,indian,3336.0
Johor,2020-01-01,both,indian,3135.0
Johor,2021-01-01,both,indian,2064.0
Johor,2022-01-01,both,indian,2225.0
Johor,2023-01-01,both,indian,3422.0
Kedah,2000-01-01,both,indian,2701.0
Kedah,2001-01-01,both,indian,2440.0
Kedah,2002-01-01,both,indian,2374.0
Kedah,2003-01-01,both,indian,2362.0
Kedah,2004-01-01,both,indian,2259.0
Kedah,2005-01-01,both,indian,2195.0
Kedah,2006-01-01,both,indian,2060.0
Kedah,2007-01-01,both,indian,2093.0
Kedah,2008-01-01,both,indian,2077.0
Kedah,2009-01-01,both,indian,1986.0
Kedah,2010-01-01,both,indian,1925.0
Kedah,2011-01-01,both,indian,1787.0
Kedah,2012-01-01,both,indian,1747.0
Kedah,2013-01-01,both,indian,1586.0
Kedah,2014-01-01,both,indian,1648.0
Kedah,2015-01-01,both,indian,1476.0
Kedah,2016-01-01,both,indian,1448.0
Kedah,2017-01-01,both,indian,1343.0
Kedah,2018-01-01,both,indian,1279.0
Kedah,2019-01-01,both,indian,1274.0
Kedah,2020-01-01,both,indian,1287.0
Kedah,2021-01-01,both,indian,1160.0
Kedah,2022-01-01,both,indian,1021.0
Kedah,2023-01-01,both,indian,1143.0
Kelantan,2000-01-01,both,indian,99.0
Kelantan,2001-01-01,both,indian,68.0
Kelantan,2002-01-01,both,indian,97.0
Kelantan,2003-01-01,both,indian,57.0
Kelantan,2004-01-01,both,indian,77.0
Kelantan,2005-01-01,both,indian,53.0
Kelantan,2006-01-01,both,indian,49.0
Kelantan,2007-01-01,both,indian,66.0
Kelantan,2008-01-01,both,indian,51.0
Kelantan,2009-01-01,both,indian,29.0
Kelantan,2010-01-01,both,indian,60.0
Kelantan,2011-01-01,both,indian,54.0
Kelantan,2012-01-01,both,indian,42.0
Kelantan,2013-01-01,both,indian,32.0
Kelantan,2014-01-01,both,indian,45.0
Kelantan,2015-01-01,both,indian,31.0
Kelantan,2016-01-01,both,indian,25.0
Kelantan,2017-01-01,both,indian,53.0
Kelantan,2018-01-01,both,indian,26.0
Kelantan,2019-01-01,both,indian,34.0
Kelantan,2020-01-01,both,indian,20.0
Kelantan,2021-01-01,both,indian,28.0
Kelantan,2022-01-01,both,indian,22.0
Kelantan,2023-01-01,both,indian,24.0
Melaka,2000-01-01,both,indian,969.0
Melaka,2001-01-01,both,indian,904.0
Melaka,2002-01-01,both,indian,877.0
Melaka,2003-01-01,both,indian,875.0
Melaka,2004-01-01,both,indian,846.0
Melaka,2005-01-01,both,indian,846.0
Melaka,2006-01-01,both,indian,770.0
Melaka,2007-01-01,both,indian,798.0
Melaka,2008-01-01,both,indian,816.0
Melaka,2009-01-01,both,indian,743.0
Melaka,2010-01-01,both,indian,730.0
Melaka,2011-01-01,both,indian,679.0
Melaka,2012-01-01,both,indian,732.0
Melaka,2013-01-01,both,indian,647.0
Melaka,2014-01-01,both,indian,615.0
Melaka,2015-01-01,both,indian,626.0
Melaka,2016-01-01,both,indian,575.0
Melaka,2017-01-01,both,indian,565.0
Melaka,2018-01-01,both,indian,566.0
Melaka,2019-01-01,both,indian,565.0
Melaka,2020-01-01,both,indian,562.0
Melaka,2021-01-01,both,indian,450.0
Melaka,2022-01-01,both,indian,479.0
Melaka,2023-01-01,both,indian,537.0
Negeri Sembilan,2000-01-01,both,indian,3018.0
Negeri Sembilan,2001-01-01,both,indian,2734.0
Negeri Sembilan,2002-01-01,both,indian,2840.0
Negeri Sembilan,2003-01-01,both,indian,2573.0
Negeri Sembilan,2004-01-01,both,indian,2589.0
Negeri Sembilan,2005-01-01,both,indian,2538.0
Negeri Sembilan,2006-01-01,both,indian,2362.0
Negeri Sembilan,2007-01-01,both,indian,2444.0
Negeri Sembilan,2008-01-01,both,indian,2475.0
Negeri Sembilan,2009-01-01,both,indian,2290.0
Negeri Sembilan,2010-01-01,both,indian,2342.0
Negeri Sembilan,2011-01-01,both,indian,2294.0
Negeri Sembilan,2012-01-01,both,indian,2187.0
Negeri Sembilan,2013-01-01,both,indian,2150.0
Negeri Sembilan,2014-01-01,both,indian,2144.0
Negeri Sembilan,2015-01-01,both,indian,1993.0
Negeri Sembilan,2016-01-01,both,indian,1854.0
Negeri Sembilan,2017-01-01,both,indian,1859.0
Negeri Sembilan,2018-01-01,both,indian,1851.0
Negeri Sembilan,2019-01-01,both,indian,1764.0
Negeri Sembilan,2020-01-01,both,indian,1866.0
Negeri Sembilan,2021-01-01,both,indian,1640.0
Negeri Sembilan,2022-01-01,both,indian,1702.0
Negeri Sembilan,2023-01-01,both,indian,1719.0
Pahang,2000-01-01,both,indian,1143.0
Pahang,2001-01-01,both,indian,1009.0
Pahang,2002-01-01,both,indian,1023.0
Pahang,2003-01-01,both,indian,985.0
Pahang,2004-01-01,both,indian,968.0
Pahang,2005-01-01,both,indian,895.0
Pahang,2006-01-01,both,indian,873.0
Pahang,2007-01-01,both,indian,775.0
Pahang,2008-01-01,both,indian,819.0
Pahang,2009-01-01,both,indian,756.0
Pahang,2010-01-01,both,indian,776.0
Pahang,2011-01-01,both,indian,805.0
Pahang,2012-01-01,both,indian,736.0
Pahang,2013-01-01,both,indian,724.0
Pahang,2014-01-01,both,indian,706.0
Pahang,2015-01-01,both,indian,664.0
Pahang,2016-01-01,both,indian,652.0
Pahang,2017-01-01,both,indian,614.0
Pahang,2018-01-01,both,indian,568.0
Pahang,2019-01-01,both,indian,541.0
Pahang,2020-01-01,both,indian,554.0
Pahang,2021-01-01,both,indian,476.0
Pahang,2022-01-01,both,indian,465.0
Pahang,2023-01-01,both,indian,506.0
Perak,2000-01-01,both,indian,5659.0
Perak,2001-01-01,both,indian,5254.0
Perak,2002-01-01,both,indian,5062.0
Perak,2003-01-01,both,indian,4882.0
Perak,2004-01-01,both,indian,4713.0
Perak,2005-01-01,both,indian,4352.0
Perak,2006-01-01,both,indian,4263.0
Perak,2007-01-01,both,indian,4179.0
Perak,2008-01-01,both,indian,4171.0
Perak,2009-01-01,both,indian,3978.0
Perak,2010-01-01,both,indian,3928.0
Perak,2011-01-01,both,indian,3880.0
Perak,2012-01-01,both,indian,3659.0
Perak,2013-01-01,both,indian,3364.0
Perak,2014-01-01,both,indian,3266.0
Perak,2015-01-01,both,indian,3189.0
Perak,2016-01-01,both,indian,2875.0
Perak,2017-01-01,both,indian,2910.0
Perak,2018-01-01,both,indian,2707.0
Perak,2019-01-01,both,indian,2701.0
Perak,2020-01-01,both,indian,2622.0
Perak,2021-01-01,both,indian,2381.0
Perak,2022-01-01,both,indian,2325.0
Perak,2023-01-01,both,indian,2488.0
Perlis,2000-01-01,both,indian,64.0
Perlis,2001-01-01,both,indian,61.0
Perlis,2002-01-01,both,indian,58.0
Perlis,2003-01-01,both,indian,38.0
Perlis,2004-01-01,both,indian,39.0
Perlis,2005-01-01,both,indian,35.0
Perlis,2006-01-01,both,indian,38.0
Perlis,2007-01-01,both,indian,34.0
Perlis,2008-01-01,both,indian,36.0
Perlis,2009-01-01,both,indian,37.0
Perlis,2010-01-01,both,indian,38.0
Perlis,2011-01-01,both,indian,36.0
Perlis,2012-01-01,both,indian,38.0
Perlis,2013-01-01,both,indian,27.0
Perlis,2014-01-01,both,indian,36.0
Perlis,2015-01-01,both,indian,27.0
Perlis,2016-01-01,both,indian,24.0
Perlis,2017-01-01,both,indian,19.0
Perlis,2018-01-01,both,indian,21.0
Perlis,2019-01-01,both,indian,14.0
Perlis,2020-01-01,both,indian,25.0
Perlis,2021-01-01,both,indian,26.0
Perlis,2022-01-01,both,indian,18.0
Perlis,2023-01-01,both,indian,23.0
Pulau Pinang,2000-01-01,both,indian,3105.0
Pulau Pinang,2001-01-01,both,indian,2916.0
Pulau Pinang,2002-01-01,both,indian,2905.0
Pulau Pinang,2003-01-01,both,indian,2690.0
Pulau Pinang,2004-01-01,both,indian,2737.0
Pulau Pinang,2005-01-01,both,indian,2444.0
Pulau Pinang,2006-01-01,both,indian,2320.0
Pulau Pinang,2007-01-01,both,indian,2435.0
Pulau Pinang,2008-01-01,both,indian,2350.0
Pulau Pinang,2009-01-01,both,indian,2238.0
Pulau Pinang,2010-01-01,both,indian,2207.0
Pulau Pinang,2011-01-01,both,indian,2177.0
Pulau Pinang,2012-01-01,both,indian,2110.0
Pulau Pinang,2013-01-01,both,indian,1963.0
Pulau Pinang,2014-01-01,both,indian,1942.0
Pulau Pinang,2015-01-01,both,indian,1927.0
Pulau Pinang,2016-01-01,both,indian,1874.0
Pulau Pinang,2017-01-01,both,indian,1815.0
Pulau Pinang,2018-01-01,both,indian,1700.0
Pulau Pinang,2019-01-01,both,indian,1660.0
Pulau Pinang,2020-01-01,both,indian,1645.0
Pulau Pinang,2021-01-01,both,indian,1534.0
Pulau Pinang,2022-01-01,both,indian,1474.0
Pulau Pinang,2023-01-01,both,indian,1604.0
Sabah,2000-01-01,both,indian,158.0
Sabah,2001-01-01,both,indian,151.0
Sabah,2002-01-01,both,indian,206.0
Sabah,2003-01-01,both,indian,162.0
Sabah,2004-01-01,both,indian,156.0
Sabah,2005-01-01,both,indian,125.0
Sabah,2006-01-01,both,indian,156.0
Sabah,2007-01-01,both,indian,145.0
Sabah,2008-01-01,both,indian,143.0
Sabah,2009-01-01,both,indian,131.0
Sabah,2010-01-01,both,indian,174.0
Sabah,2011-01-01,both,indian,123.0
Sabah,2012-01-01,both,indian,98.0
Sabah,2013-01-01,both,indian,89.0
Sabah,2014-01-01,both,indian,96.0
Sabah,2015-01-01,both,indian,99.0
Sabah,2016-01-01,both,indian,101.0
Sabah,2017-01-01,both,indian,114.0
Sabah,2018-01-01,both,indian,85.0
Sabah,2019-01-01,both,indian,80.0
Sabah,2020-01-01,both,indian,75.0
Sabah,2021-01-01,both,indian,63.0
Sabah,2022-01-01,both,indian,62.0
Sabah,2023-01-01,both,indian,71.0
Sarawak,2000-01-01,both,indian,112.0
Sarawak,2001-01-01,both,indian,98.0
Sarawak,2002-01-01,both,indian,94.0
Sarawak,2003-01-01,both,indian,143.0
Sarawak,2004-01-01,both,indian,94.0
Sarawak,2005-01-01,both,indian,90.0
Sarawak,2006-01-01,both,indian,98.0
Sarawak,2007-01-01,both,indian,102.0
Sarawak,2008-01-01,both,indian,102.0
Sarawak,2009-01-01,both,indian,88.0
Sarawak,2010-01-01,both,indian,85.0
Sarawak,2011-01-01,both,indian,91.0
Sarawak,2012-01-01,both,indian,108.0
Sarawak,2013-01-01,both,indian,88.0
Sarawak,2014-01-01,both,indian,119.0
Sarawak,2015-01-01,both,indian,81.0
Sarawak,2016-01-01,both,indian,74.0
Sarawak,2017-01-01,both,indian,62.0
Sarawak,2018-01-01,both,indian,60.0
Sarawak,2019-01-01,both,indian,67.0
Sarawak,2020-01-01,both,indian,48.0
Sarawak,2021-01-01,both,indian,36.0
Sarawak,2022-01-01,both,indian,33.0
Sarawak,2023-01-01,both,indian,45.0
Selangor,2000-01-01,both,indian,11280.0
Selangor,2001-01-01,both,indian,10615.0
Selangor,2002-01-01,both,indian,10510.0
Selangor,2003-01-01,both,indian,10377.0
Selangor,2004-01-01,both,indian,10176.0
Selangor,2005-01-01,both,indian,9956.0
Selangor,2006-01-01,both,indian,9953.0
Selangor,2007-01-01,both,indian,10136.0
Selangor,2008-01-01,both,indian,9850.0
Selangor,2009-01-01,both,indian,9832.0
Selangor,2010-01-01,both,indian,9705.0
Selangor,2011-01-01,both,indian,9612.0
Selangor,2012-01-01,both,indian,9130.0
Selangor,2013-01-01,both,indian,8806.0
Selangor,2014-01-01,both,indian,8624.0
Selangor,2015-01-01,both,indian,8297.0
Selangor,2016-01-01,both,indian,7932.0
Selangor,2017-01-01,both,indian,7733.0
Selangor,2018-01-01,both,indian,7836.0
Selangor,2019-01-01,both,indian,7361.0
Selangor,2020-01-01,both,indian,7220.0
Selangor,2021-01-01,both,indian,6795.0
Selangor,2022-01-01,both,indian,6371.0
Selangor,2023-01-01,both,indian,7156.0
Terengganu,2000-01-01,both,indian,41.0
Terengganu,2001-01-01,both,indian,47.0
Terengganu,2002-01-01,both,indian,47.0
Terengganu,2003-01-01,both,indian,44.0
Terengganu,2004-01-01,both,indian,56.0
Terengganu,2005-01-01,both,indian,37.0
Terengganu,2006-01-01,both,indian,31.0
Terengganu,2007-01-01,both,indian,34.0
Terengganu,2008-01-01,both,indian,33.0
Terengganu,2009-01-01,both,indian,17.0
Terengganu,2010-01-01,both,indian,25.0
Terengganu,2011-01-01,both,indian,28.0
Terengganu,2012-01-01,both,indian,13.0
Terengganu,2013-01-01,both,indian,7.0
Terengganu,2014-01-01,both,indian,20.0
Terengganu,2015-01-01,both,indian,16.0
Terengganu,2016-01-01,both,indian,11.0
Terengganu,2017-01-01,both,indian,21.0
Terengganu,2018-01-01,both,indian,8.0
Terengganu,2019-01-01,both,indian,8.0
Terengganu,2020-01-01,both,indian,12.0
Terengganu,2021-01-01,both,indian,17.0
Terengganu,2022-01-01,both,indian,4.0
Terengganu,2023-01-01,both,indian,9.0
W.P. Kuala Lumpur,2000-01-01,both,indian,2826.0
W.P. Kuala Lumpur,2001-01-01,both,indian,2610.0
W.P. Kuala Lumpur,2002-01-01,both,indian,2506.0
W.P. Kuala Lumpur,2003-01-01,both,indian,2352.0
W.P. Kuala Lumpur,2004-01-01,both,indian,2320.0
W.P. Kuala Lumpur,2005-01-01,both,indian,2086.0
W.P. Kuala Lumpur,2006-01-01,both,indian,2073.0
W.P. Kuala Lumpur,2007-01-01,both,indian,2060.0
W.P. Kuala Lumpur,2008-01-01,both,indian,1967.0
W.P. Kuala Lumpur,2009-01-01,both,indian,1910.0
W.P. Kuala Lumpur,2010-01-01,both,indian,1842.0
W.P. Kuala Lumpur,2011-01-01,both,indian,1701.0
W.P. Kuala Lumpur,2012-01-01,both,indian,1720.0
W.P. Kuala Lumpur,2013-01-01,both,indian,1504.0
W.P. Kuala Lumpur,2014-01-01,both,indian,1685.0
W.P. Kuala Lumpur,2015-01-01,both,indian,1526.0
W.P. Kuala Lumpur,2016-01-01,both,indian,1475.0
W.P. Kuala Lumpur,2017-01-01,both,indian,1406.0
W.P. Kuala Lumpur,2018-01-01,both,indian,1407.0
W.P. Kuala Lumpur,2019-01-01,both,indian,1376.0
W.P. Kuala Lumpur,2020-01-01,both,indian,1357.0
W.P. Kuala Lumpur,2021-01-01,both,indian,1263.0
W.P. Kuala Lumpur,2022-01-01,both,indian,1211.0
W.P. Kuala Lumpur,2023-01-01,both,indian,1294.0
W.P. Labuan,2000-01-01,both,indian,9.0
W.P. Labuan,2001-01-01,both,indian,10.0
W.P. Labuan,2002-01-01,both,indian,9.0
W.P. Labuan,2003-01-01,both,indian,11.0
W.P. Labuan,2004-01-01,both,indian,11.0
W.P. Labuan,2005-01-01,both,indian,13.0
W.P. Labuan,2006-01-01,both,indian,10.0
W.P. Labuan,2007-01-01,both,indian,12.0
W.P. Labuan,2008-01-01,both,indian,6.0
W.P. Labuan,2009-01-01,both,indian,8.0
W.P. Labuan,2010-01-01,both,indian,12.0
W.P. Labuan,2011-01-01,both,indian,7.0
W.P. Labuan,2012-01-01,both,indian,4.0
W.P. Labuan,2013-01-01,both,indian,6.0
W.P. Labuan,2014-01-01,both,indian,10.0
W.P. Labuan,2015-01-01,both,indian,6.0
W.P. Labuan,2016-01-01,both,indian,7.0
W.P. Labuan,2017-01-01,both,indian,7.0
W.P. Labuan,2018-01-01,both,indian,8.0
W.P. Labuan,2019-01-01,both,indian,4.0
W.P. Labuan,2020-01-01,both,indian,7.0
W.P. Labuan,2021-01-01,both,indian,1.0
W.P. Labuan,2022-01-01,both,indian,6.0
W.P. Labuan,2023-01-01,both,indian,3.0
W.P. Putrajaya,2010-01-01,both,indian,24.0
W.P. Putrajaya,2011-01-01,both,indian,31.0
W.P. Putrajaya,2012-01-01,both,indian,38.0
W.P. Putrajaya,2013-01-01,both,indian,19.0
W.P. Putrajaya,2014-01-01,both,indian,25.0
W.P. Putrajaya,2015-01-01,both,indian,30.0
W.P. Putrajaya,2016-01-01,both,indian,31.0
W.P. Putrajaya,2017-01-01,both,indian,26.0
W.P. Putrajaya,2018-01-01,both,indian,22.0
W.P. Putrajaya,2019-01-01,both,indian,25.0
W.P. Putrajaya,2020-01-01,both,indian,23.0
W.P. Putrajaya,2021-01-01,both,indian,22.0
W.P. Putrajaya,2022-01-01,both,indian,21.0
W.P. Putrajaya,2023-01-01,both,indian,20.0
Johor,2000-01-01,male,indian,2126.0
Johor,2001-01-01,male,indian,2041.0
Johor,2002-01-01,male,indian,2051.0
Johor,2003-01-01,male,indian,1912.0
Johor,2004-01-01,male,indian,1882.0
Johor,2005-01-01,male,indian,1863.0
Johor,2006-01-01,male,indian,1864.0
Johor,2007-01-01,male,indian,1949.0
Johor,2008-01-01,male,indian,1924.0
Johor,2009-01-01,male,indian,1835.0
Johor,2010-01-01,male,indian,1880.0
Johor,2011-01-01,male,indian,1756.0
Johor,2012-01-01,male,indian,1784.0
Johor,2013-01-01,male,indian,1700.0
Johor,2014-01-01,male,indian,1722.0
Johor,2015-01-01,male,indian,1689.0
Johor,2016-01-01,male,indian,1572.0
Johor,2017-01-01,male,indian,1717.0
Johor,2018-01-01,male,indian,1761.0
Johor,2019-01-01,male,indian,1689.0
Johor,2020-01-01,male,indian,1584.0
Johor,2021-01-01,male,indian,1079.0
Johor,2022-01-01,male,indian,1131.0
Johor,2000-01-01,female,indian,2019.0
Johor,2001-01-01,female,indian,1989.0
Johor,2002-01-01,female,indian,1951.0
Johor,2003-01-01,female,indian,1981.0
Johor,2004-01-01,female,indian,1897.0
Johor,2005-01-01,female,indian,1798.0
Johor,2006-01-01,female,indian,1775.0
Johor,2007-01-01,female,indian,1824.0
Johor,2008-01-01,female,indian,1863.0
Johor,2009-01-01,female,indian,1722.0
Johor,2010-01-01,female,indian,1803.0
Johor,2011-01-01,female,indian,1762.0
Johor,2012-01-01,female,indian,1694.0
Johor,2013-01-01,female,indian,1666.0
Johor,2014-01-01,female,indian,1598.0
Johor,2015-01-01,female,indian,1547.0
Johor,2016-01-01,female,indian,1525.0
Johor,2017-01-01,female,indian,1709.0
Johor,2018-01-01,female,indian,1681.0
Johor,2019-01-01,female,indian,1647.0
Johor,2020-01-01,female,indian,1551.0
Johor,2021-01-01,female,indian,985.0
Johor,2022-01-01,female,indian,1094.0
Johor,2023-01-01,male,indian,1756.0
Johor,2023-01-01,female,indian,1666.0
Kedah,2000-01-01,male,indian,1365.0
Kedah,2001-01-01,male,indian,1226.0
Kedah,2002-01-01,male,indian,1209.0
Kedah,2003-01-01,male,indian,1231.0
Kedah,2004-01-01,male,indian,1144.0
Kedah,2005-01-01,male,indian,1142.0
Kedah,2006-01-01,male,indian,1074.0
Kedah,2007-01-01,male,indian,1091.0
Kedah,2008-01-01,male,indian,1045.0
Kedah,2009-01-01,male,indian,1017.0
Kedah,2010-01-01,male,indian,1001.0
Kedah,2011-01-01,male,indian,885.0
Kedah,2012-01-01,male,indian,872.0
Kedah,2013-01-01,male,indian,809.0
Kedah,2014-01-01,male,indian,849.0
Kedah,2015-01-01,male,indian,748.0
Kedah,2016-01-01,male,indian,733.0
Kedah,2017-01-01,male,indian,699.0
Kedah,2018-01-01,male,indian,672.0
Kedah,2019-01-01,male,indian,648.0
Kedah,2020-01-01,male,indian,670.0
Kedah,2021-01-01,male,indian,578.0
Kedah,2022-01-01,male,indian,505.0
Kedah,2000-01-01,female,indian,1336.0
Kedah,2001-01-01,female,indian,1214.0
Kedah,2002-01-01,female,indian,1165.0
Kedah,2003-01-01,female,indian,1131.0
Kedah,2004-01-01,female,indian,1115.0
Kedah,2005-01-01,female,indian,1053.0
Kedah,2006-01-01,female,indian,986.0
Kedah,2007-01-01,female,indian,1002.0
Kedah,2008-01-01,female,indian,1032.0
Kedah,2009-01-01,female,indian,969.0
Kedah,2010-01-01,female,indian,924.0
Kedah,2011-01-01,female,indian,902.0
Kedah,2012-01-01,female,indian,875.0
Kedah,2013-01-01,female,indian,777.0
Kedah,2014-01-01,female,indian,799.0
Kedah,2015-01-01,female,indian,728.0
Kedah,2016-01-01,female,indian,715.0
Kedah,2017-01-01,female,indian,644.0
Kedah,2018-01-01,female,indian,607.0
